,STATUS,cOPN,cCON,cEXT,cAGR,cNEU
8630,does the reading ever end?,0,0,0,0,1
8631,Disclaimer: I do in fact listen to rap.,0,0,0,0,1
8632,I believe my cell phone is officially broken beyond repair.,0,0,0,0,1
8633,"Chillin out to some ""Counting Crows""...",0,0,0,0,1
8634,haha really? a safety for the win? Go Heels!,0,0,0,0,1
8635,I think i read that in a book somewhere.       Are you sure it was a book... are you sure it wasn't Nothing?            Oh ya.,0,0,0,0,1
8636,Apparently you're not a golfer.,0,0,0,0,1
8637,"""I don't know what you do, but I do thangs"" .... yah I have no idea?",0,0,0,0,1
8638,"[C] Legal writing Sucks. [R] Something is deemed to ""Suck"" if it takes an innordinate amount of time to complete in mind numbing silence that slowly drives you fucking crazy. [E] In BERKOVITCH it was determined that working on ""Pennoyer"", an outdated case that has no bearing on actual modern day law ""Sucks"" because it took over 5 hours and drove him fucking crazy...",0,0,0,0,1
8639,Beware uncaged coral.,0,0,0,0,1
8640,"""divine apathy, disease of my youth, watch that you don't catch it"" ""it says son, time is all.... the luck you need.""",0,0,0,0,1
8641,so wish i had the time to watch the Steelers stomp on the Bears,0,0,0,0,1
8642,Thank You.,0,0,0,0,1
8643,damn it feels good to be a gangster.,0,0,0,0,1
8644,if you take any part in disturbing my nap I will probably end your life. you've been warned.,0,0,0,0,1
8645,"PC load letter, what the fuck does that mean?!?",0,0,0,0,1
8646,"""Sometimes we take chances, sometimes we take pills, I can write it better than you ever felt it""",0,0,0,0,1
8647,""" A teenage vow in a parking lot, till tonight do us part ""  haha love it.",0,0,0,0,1
8648,I <3 Law School.,0,0,0,0,1
8649,"shit, bercovitch made the yankee hat more popular than a yankee can.",0,0,0,0,1
8650,*Sigh*,0,0,0,0,1
8651,checkin out the new gym,0,0,0,0,1
8652,"""Great ambition and conquest without contribution is without significance.""",0,0,0,0,1
8653,I want this shit forever man.,0,0,0,0,1
8654,"Dear Homeowner: I apologize for contributing to the destruction of your plastic fence. Though you will be pleased to know that we did indeed reach our destination and rocked out with our cocks out. Okay not really, but we did rock out.",0,0,0,0,1
8655,Must be a quarter life crisis.,0,0,0,0,1
8656,"""I suggest we learn to love ourselves before it's made illegal""",0,0,0,0,1
8657,"""chivalry has not timeline"" - *PROPNAME* (haha what?!)",0,0,0,0,1
8658,"""She checkin out my dougie like she's patty mayonnaise"" ..... Really? People get paid to come up with this shit?  Second guessing my career path... shoulda been a rapper.  I could totally pull off a ""grill""",0,0,0,0,1
8659,Leebrary,0,0,0,0,1
8660,Torts... aka intro to ambulance chasing,0,0,0,0,1
8661,The Q is back.,0,0,0,0,1
8662,"""Shit, I didn't pass the bar, but I know a little bit, enough where you won't illegally search my shit.""",0,0,0,0,1
8663,"Time is all, the luck you need.",0,0,0,0,1
8664,"Res Ipsa Loquitur, sed quid in infernos dicet?",0,0,0,0,1
8665,"Hey what's your favorite planet? Mine's the sun, cause it's like the king of all the planets.",0,0,0,0,1
8666,"""... it's a very dangerous time, the coalition for reason is extremely weak.""",0,0,0,0,1
8667,My Schedule Next Semester. Sucks. Balls.,0,0,0,0,1
8668,does anyone have my civ pro paper???????????,0,0,0,0,1
8669,"I paid everything to roll the dice, just one more time.",0,0,0,0,1
8670,"""I feel stupid, but it's something that comes and goes""",0,0,0,0,1
8671,"Sue: ok but change your pic on fb, it sucks <--- (my mother on facebook chat)  you know you look like shit when your own mother calls you out on it! lol",0,0,0,0,1
8672,"Quote of the day: ""my ex had them...having saggy balls slap u during sex its the most discusting thing ever""",0,0,0,0,1
8673,"28 U.S.C. ¤76: No Excuses, Play Like a Champion.",0,0,0,0,1
8674,"""those left standing will make millions writing books on the way it should have been""",0,0,0,0,1
8675,Pardon me while I burst.,0,0,0,0,1
8676,"so *PROPNAME* has S'mores on the menu, and apparently I'm going to be forced to eat one within the next five minutes, i feel like im at a damn campfire.",0,0,0,0,1
8677,"""She saw the truck coming and stepped on the gas in order to become air-borne because she knew she could fly because Batman does it."" 173 N.W.2d 619 (Wisc. 1970).",0,0,0,0,1
8678,The New Droid phone is the sweetest phone ever. xmas has come early bitches!,0,0,0,0,1
8679,"""Funny the way it is when you think about it, one kid walks 10 miles to school while another's dropping out.""",0,0,0,0,1
8680,I want a puppy dammit.,0,0,0,0,1
8681,Naps Suck. Someone shoulda woke me dammit!,0,0,0,0,1
8682,"""Coincidence is God's way of remaining anonymous"" - Einstein",0,0,0,0,1
8683,"""A perfection of means, and a confusion of aims, seems to be our main problem""",0,0,0,0,1
8684,is beginning to understand the correlation between the titles esquire and alcoholic.,0,0,0,0,1
8685,Damn You Oliet.,0,0,0,0,1
8686,S.T.E.E.L.E.R.S.,0,0,0,0,1
8687,"""No. you said Filipino. That's a Nationality"" , thank you Cam",0,0,0,0,1
8688,"The Headline Reads ""The Defendant Hangs But The Jury Doesn't""",0,0,0,0,1
8689,Anyone else in International Law next semester?,0,0,0,0,1
8690,I'm out like a fat kid in dodge ball.,0,0,0,0,1
8691,"memo-a-thon weekend, :)",0,0,0,0,1
8692,S.T.E.E.L.E.R.S.,0,0,0,0,1
8693,gym then back to the leebrary . wow.,0,0,0,0,1
8694,VILLANOVA WILDCATS > GEORGETOWN HOYAS,0,0,0,0,1
8695,1L of a week.,0,0,0,0,1
8696,So I got tired of learning about the law in the abstract and decided that I'd go ahead and have a cop issue me with a citation for a court appearance. Yay... Field Trip!,0,0,0,0,1
8697,Volcano Insurance? we've never had a volcano eruption here.  Well don't you think we're due for one then? *PROPNAME*.,0,0,0,0,1
8698,90s music is//was the shit!,0,0,0,0,1
8699,I got five on it.,0,0,0,0,1
8700,Where the *#%@ is my...... nm found it,0,0,0,0,1
8701,"""tell me do you think it'd be alright if i just crashed here tonight? see I'm in no shape for driving and anyways I got no place to go....""",0,0,0,0,1
8702,"[A] This fucking memo takes more than 5 hours and drives the reasonable person fucking crazy. [C] Therefore legal writing fucking ""Sucks"".",0,0,0,0,1
8703,"""Grave digger, when you dig my grave, could you make it shallow, so I can feel the rain.""",0,0,0,0,1
8704,"""I'm like a lawyer with the way I'm always trying to get you off""",0,0,0,0,1
8705,".... and it's been so long since I've seen the ocean, guess I should.",0,0,0,0,1
8706,dreaming about providence and whether mice and men get second tries....,0,0,0,0,1
8707,When the *#@% is Facebook going to create a DISLIKE button??!,0,0,0,0,1
8708,JŠg Šslkar sverige! D-4,0,0,0,1,0
8709,sweden! D-1,0,0,0,1,0
8710,D -6 till Sweden <3,0,0,0,1,0
8711,Bestanden!!!!!,0,0,0,1,0
8712,morgen RettungshelferprŸfung ~.~,0,0,0,1,0
8713,just bought my W:O:A ticket! \m//,0,0,0,1,0
8714,Happy Anniversary to me and the hubby!  <3 3 years married today - can't you tell by the humidity?  lol,1,1,0,1,0
8715,having some me time for the 1st time in a long long time!,1,1,0,1,0
8716,"""just keep swimming, just keep swimming, swimming..."" - *PROPNAME*- Finding Nemo -It's stuck in my head forever or until we're out of this phase! lol",1,1,0,1,0
8717,"""The seaweed is always greener in somebody else's lake...""",1,1,0,1,0
8718,packing... cleaning... and wiping the little nose...,1,1,0,1,0
8719,Have a great week everyone!  See you next week when we return from our family fun!  <3,1,1,0,1,0
8720,packing...  can't wait for one last blast of summer!  <3  Turks and Caicos,1,1,0,1,0
8721,croup - let the nighttime fun begin...,1,1,0,1,0
8722,nebulizer was not fun tonight.......  :(,1,1,0,1,0
8723,all the laundry is done... ahhhhhhhhh.... lol,1,1,0,1,0
8724,I still don't get what twitter even is...  I'm officially out of touch or something like that...,1,1,0,1,0
8725,an eye for an eye leaves the whole world blind...,1,1,0,1,0
8726,Boo at the Zoo and trick or treating 2009 were awesome!,1,1,0,1,0
8727,editing the personal statement for graduate school...,1,1,0,1,0
8728,NYU Graduate application just about complete!,1,1,0,1,0
8729,Let's go Yankeeeesss!,1,1,0,1,0
8730,rain drops keep falling on my head...,1,1,0,1,0
8731,Happy Halloween!,1,1,0,1,0
8732,be it ever so humble... I love my own bed!  <3,1,1,0,1,0
8733,Writing a personal statement for graduate school...,1,1,0,1,0
8734,*PROPNAME* grams made in Mexico are you serious Kraft?,1,1,0,1,0
8735,*PROPNAME* has been golfing in the living room since 12:30 this afternoon!  lol  This wii is crazy....,1,1,0,1,0
8736,"Excited my holiday shopping is done! But, more excited about my nephews first holiday show is tonight!  <3 <3 <3",1,1,0,1,0
8737,*PROPNAME* loves sweet potatoes and vanilla ice cream best!  lol how 'bout you?,1,1,0,1,0
8738,"cleaning, laundry, baking cookies...  listening to christmas music...",1,1,0,1,0
8739,Loving *PROPNAME*'s first real snow day with the family!,1,1,0,1,0
8740,happy new year!  night night! I have to work in 7 hours!  <3,1,1,0,1,0
8741,so excited I can french braid *PROPNAME*'s hair now!  lol,1,1,0,1,0
8742,loving the air conditioning right now almost as much as my brother *PROPNAME*!  lol,1,1,0,1,0
8743,can't believe the ending of this past season DEXTER!,1,1,0,1,0
8744,Nothing like the quiet peacefulness of watching my sleeping baby...,1,1,0,1,0
8745,up so early so much to do...,1,1,0,1,0
8746,Merry Christmas everyone!,1,1,0,1,0
8747,"JF:  You making pancakes *PROPNAME*?  Me: Of course.  JF:  Any of the coffee left?  Me: Sure.  You want anything in it?  JF: No, black like my soul.  Me:  No sugar?  JF:  Are you kidding?  I'm sweet enough...  And that's how it was for 26 years...  <3  Semper Fi Uncle *PROPNAME*",1,1,0,1,0
8748,Today its time to clean this place and get the laundry done...,1,1,0,1,0
8749,missing the hubby out on boys night out <3  lol,1,1,0,1,0
8750,"Feeling better today, but 2010 is kicking my bootie!  What a depressing two weeks...",1,1,0,1,0
8751,Happy Birthday to my lover boy!  You are the best! <3,1,1,0,1,0
8752,snowed in...,1,1,0,1,0
8753,I can't get my pictures to rotate properly - lol - but Happy Valentine's Day to all!  *PROPNAME* and I have been together since 2002 and were married in 2006 <3,1,1,0,1,0
8754,We had so much fun at *PROPNAME*'s 4th Birthday party!  <3,1,1,0,1,0
8755,Happy valentine's Day!!!!,1,1,0,1,0
8756,It would be so nice if that dog didn't bark every night!,1,1,0,1,0
8757,"got up early today for a trip to Hamburg .. oh gosh its 07:10, cant wait to hit the sheets again =)",0,1,0,0,0
8758,is in FFM,0,1,0,0,0
8759,DobrŽ r‡no,0,1,0,0,0
8760,Bloody Mondays..,0,1,0,0,0
8761,first evening in Shang hai..,0,1,0,0,0
8762,Thx everyone for sending the vpn tools. all blocked sites are accessible with superb connection =o),0,1,0,0,0
8763,"Opening a bank account in China went really fast. You sign 6 documents and they immediately print out a card and pincode. The whole process took about 25minutes.. Moved into my apartment today as well. Good location, nice furniture, good view but an odd bathroom and a very minimalistic ""hallway"" .. =)",0,1,0,0,0
8764,9Minutes,0,1,0,0,0
8765,"Had an exciting day in the office, big lunch with the new team etc. the Office Manager is a real sweetheart, bit of tomboy attitude, rough but cordial.. I think I will fall in love with her.",0,1,0,0,0
8766,Bloody Monday is done in 53Minutes =)),0,1,0,0,0
8767,easy sunday,0,1,0,0,0
8768,The early bird catches the worm,0,1,0,0,0
8769,SUPERB!,0,1,0,0,0
8770,lazy holidays,0,1,0,0,0
8771,Merry Christmas & All The Love...  *PROPNAME* ;o) xxxxxxxxxxxxxxxxxxxxxxxxxxxxx,0,1,0,0,0
8772,Helsinki,0,1,0,0,0
8773,"Can someone download the latest version of the Anchorfree Hotspotshield for me? I can't download this stuff in China, it seems to be impossible and start to annoy me. Pleeeeeeeeeeeeeease. xxx all the love !!!  *PROPNAME*",0,1,0,0,0
8774,finally got his Z-Visa and is so over the winter...,0,1,0,0,0
8775,00:58 midnight.. soooo tired,0,1,0,0,0
8776,"is officially certified to teach English abroad! Now, to find a job. . .",0,0,0,0,1
8777,Am I the only one that hates the new shakira song?!! It's horrible!,0,0,0,0,1
8778,GOOO GATORS!!,0,0,0,0,1
8779,"Why is there always a ""gunman"" on USF campus. . .didn't have to worry about that crap in Gainesville!",0,0,0,0,1
8780,Is getting anxious about Thailand and money :{,0,0,0,0,1
8781,Looking to go to the Gator game if anyone is selling a ticket (student or non),0,0,0,0,1
8782,Just got to Thailand! Korean Air= best airlne ever! But sitting for 20 hours sucks no matter how good the movies are.,0,0,0,0,1
8783,Going ot Ko Chang Island to hopefully ride some elephants!,0,0,0,0,1
8784,I was one of the lucky ones to get air conditioning and internet in my apt in Thailand! Yay!,0,0,0,0,1
8785,Last day in Ko Chang : (  but teaching starts Monday : ),0,0,0,0,1
8786,I've been wondering why no one can leave me wall post. . .figured it out! Yay!,0,0,0,0,1
8787,"Yeah, about that hot water....",0,0,0,0,1
8788,12 days and counting... . oh and Surrogates sucked! Save your money unless your want to see a crappy version of I Robot.,0,0,0,0,1
8789,"After teaching for just 3 weeks, I finally understand the importance coffee plays in people's everyday lives.",0,0,0,0,1
8790,Never seen a 10 year old and a 60 year old driving a motorcycle on the same steet until today :),0,0,0,0,1
8791,"So I was watching the news in Thai and they showed a picture of the Earth and the Sun and a big comet like solar flare thing circling the Sun. .Umm is there something I should know? Do I need to find a bomb shelter? I am so out of the news loop, I found out the US health bill passed on Facebook for god sakes!",0,0,0,0,1
8792,"Tahtako is small and no one speaks English, but the people are friendly!",0,0,0,0,1
8793,Lesson planning sucks. . .so I'm procrastinating.,0,0,0,0,1
8794,Is not looking forward to this reeeeeally long flight!,0,0,0,0,1
8795,"3- Day weekend! Going to Chaing Mai! If anyone is going to be there, call us!",0,0,0,0,1
8796,I was woke up at 7:30 in the morning on Sun by my mother informing me of the Gator loss. If I wasn't so hungover I probably would have cried. : ( I still love you Gators!,0,0,0,0,1
8797,"I'm wondering if I can make it through another 3 days of singing ""head, shoulders, knees and toes"" 10 times each day.",0,0,0,0,1
8798,Mash Potatoes were a big hit in Thailand!,0,0,0,0,1
8799,"I love *PROPNAME*, I can't believe she died : (",0,0,0,0,1
8800,"""Just let me live my life"" -*PROPNAME*",0,0,0,0,1
8801,Not doing too well in the coordination department today. I ran the motorbike up some stair this morning and almost ate it just now (yet again on some stairs),0,0,0,0,1
8802,At the beach in Bang Saphan! Didn't know how much I'd missed the water till I got here!,0,0,0,0,1
8803,I feel like its the end of an era in Gator football! : (  I am so lucky and thankful I got to go to UF when I did! Thank you Tebow and thank you Urban!,0,0,0,0,1
8804,"Oh Bangkok, I will miss you and your lady boy calypso show haha",0,0,0,0,1
8805,Class of 40 kids. . .3 showed up. .because it rained. That would never fly in Florida!,0,0,0,0,1
8806,I have ONE homework assignment for ONE easy weekend class and I can't bring myself to do it. . .holy procrastinator. .Whats wrong with me!,0,0,0,0,1
8807,Avatar was AMAZING! I loved it. Spend the money and see it in IMAX 3-D. I promise it's worth it!,0,0,0,0,1
8808,Watching the Rose Bowl online isn't as much fun.  I have to keep refreshing to find out what happened the last play : ( Go SEC!,0,0,0,0,1
8809,Yay Friday!,0,0,0,0,1
8810,Could I be anymore bored?,0,0,0,0,1
8811,Can't wait for February so I can start traveling again!,0,0,0,0,1
8812,ItÕs hilarious trying to explain Easter to the Thai children. ÒYeah . . so thereÕs this rabbit that comes to your house and hides eggs. . yes eggs . .and then you eat chocolate thatÕs shaped like rabbits and eggs . . and thatÕs how we celebrate the resurrection of Jesus ChristÓ haha. They either have a really confused look on their face or just laugh.,0,0,0,0,1
8813,"An extremely attractive girl whos flirty personality and curvacious figure will keep you coming back for more. She's typically a brunette but occasionally acts blonde. She enjoys long relationships and has many close guy friends. Often mistaken for a ""slut"" but really isn't. She can also be a super bitch if you get onto her bad side. ""dude, i want to hang out with that girl, shes such an *PROPNAME*"" haha",0,0,0,0,1
8814,Do I have a celebrity look-a-like?,0,0,0,0,1
8815,"A kid in my class put a frog down another kids shirt today, along with the branches the frog was in.  After the frog, leaves and branches fell out of his shirt, the boys spent 5 minutes trying to catch the frog, while I (the teacher) stood in the corner with the screaming girls afraid of the frog. Then the frog peed on the boy who caught it. Thank God it's a short school week!",0,0,0,0,1
8816,had to laugh when the doctor was cutting off her Thai good luck bracelets in order to put on a cast.,0,0,0,0,1
8817,"Lame Canada! Sorry neighbors to the north, but after ChinaÕs opening Olympic ceremony 2 years ago, that was just weak. Even *PROPNAME* canÕt show up 10,000 in sync drumming Chinamen. Glad the U.S. didnÕt get the bid for 2010 lol.",0,0,0,0,1
8818,Thank you everybody! Love you all!,0,0,0,0,1
8819,well I gotta do some cleaning and laundry so I am off to the honey do's,1,1,1,0,1
8820,Wishes that the curveballs would stop coming soon.,1,1,1,0,1
8821,Its been a long restless night,1,1,1,0,1
8822,I wish The beer was tasting better tonight,1,1,1,0,1
8823,is getting ready to leave town for the weekend,1,1,1,0,1
8824,I couldnt sleep good last night and really hope I dont start getting tired in the middle of the day.,1,1,1,0,1
8825,Is not looking forward to doing my to do list the wife left me,1,1,1,0,1
8826,I really think I may have taken to heavy of a work load in my classes this semester.,1,1,1,0,1
8827,Day 1 Patience. Say nothing unkind to your spouse. It is better to say nothing than to say something you will regret later.,1,1,1,0,1
8828,off to try and sleep,1,1,1,0,1
8829,"is in Kuwait, soon to be at FOB Warhorse Iraq",0,1,0,0,0
8830,Anyone want to sing at the Bakery on Thursday night? Free food and tips...!,1,1,0,0,0
8831,Congratulations *PROPNAME* and *PROPNAME*!!!!,1,1,0,0,0
8832,"eeeeeehhhhhhhhh, ppppppuuuuuuuuttttttoooooooo! 1-0 Mexico",1,1,0,0,0
8833,Mexico City!,1,1,0,0,0
8834,"yeah Obama, let's fix this thing!",1,1,0,0,0
8835,had an awesome night with *PROPNAME* and *PROPNAME* in Mexico City! Two bottles of mezcal later...,1,1,0,0,0
8836,*PROPNAME* rocks.,1,1,0,0,0
8837,*PROPNAME* was just in the shop! And got strudel for the entire Mayor's office!,1,1,0,0,0
8838,Congratulations *PROPNAME*!!! Newest Federal Attorney for the Department of Justice!,1,1,0,0,0
8839,My old email was hacked. Please disregard a weird email if you got it. Sorry!,1,1,0,0,0
8840,"It's official, we're #1! Best Dessert in LA! Thank you everyone for voting!",1,1,0,0,0
8841,workin' on my sailboat today!,1,1,0,0,0
8842,"New Year's resolutions... why wait until January? Screw that, December is MY month! I will exercise daily. I will not fall asleep randomly without brushing teeth (eww). I will clean my room weekly. I will not save files with names like 'adsvdsq.' I will finish all tasks by 75% of the deadline. And for motivation, I will move $100 from my checking to my savings account each time I fail! Go go self-improvement!",1,0,0,0,0
8843,Baking in my room. TT,1,0,0,0,0
8844,Yay! Left my flash drive inside a computer in a PACKED math lab yesterday. Called the office today and asked them to check and it was still there! Now I can go back to sleep; woke up early to call them before anyone found it. Zzzz,1,0,0,0,0
8845,"You know in Spiderman where he wakes up, puts on his glasses and realizes he doesn't need them anymore? Yeah, I had that today then I realized I had my contacts on. -.-",1,0,0,0,0
8846,I just had a dream that combined The Grudge + Twilight + Harry Potter + Pokemon. Malfoy had unsealed the Grudge demon from within Bella and Bulbasaur and Jigglypuff had to save the world. WTF? That doesn't even make sense.,1,0,0,0,0
8847,"has been awake for way too long, listening to music way too loudly.",1,0,0,0,0
8848,"woke up laughing after thinking in my dream ""Good thing zombies are so slow..."", then a zombie drives by in a car screaming ""NOT IF WE LEARNED HOW TO DRIVE"", and promptly crashes into a wall. :D",1,0,0,0,0
8849,"//facepalm, the person who last used this book underlined all the bold words... WHY?!  Well, that's what you get for 5% retail price. >>;",1,0,0,0,0
8850,IT'S 4M AND I'VE BEEN LYING IN BED FOR 2 HOURS. RAAAGEE,1,0,0,0,0
8851,Need a topic for my second UC prompt. Describe me in one word. GO!,1,0,0,0,0
8852,Free shipping is my downfall.,1,0,0,0,0
8853,Made the UC App my homepage to stop me from procrastinating. Wait. Why am I here. AHHHH *deletes all bookmarks*,1,0,0,0,0
8854,"Internet downtime, ending procrastination since 1996.",1,0,0,0,0
8855,"bought so many things during Cyber Monday, he's memorized his credit card number. ://",1,0,0,0,0
8856,"just got a new chair. I don't know what ""passive lumbar support"" means, but damn does it feel good.",1,0,0,0,0
8857,I hate you lab write-ups.,1,0,0,0,0
8858,Dilemnia: It's 3am and I wanted to blast music through my speakers. >:[,1,0,0,0,0
8859,"heard someone at home depot ask a worker for ""that thing that makes holes 'n shit."" LOL",1,0,0,0,0
8860,passed out while reading about narcolepsy yesterday...,1,0,0,0,0
8861,"Damn sense, always getting in my way.",1,0,0,0,0
8862,"Came 45minutes late to C++ final, still finished before everyone else. :D",1,0,0,0,0
8863,"Buckyballs, I want my 6 hours back. >.>",1,0,0,0,0
8864,pain is painful.,1,0,0,0,0
8865,"went to a run down dollar store and it was playing *PROPNAME*'s ""Canon in D."" I laughed the entire time I was in there. :D",1,0,0,0,0
8866,Spent the last 2 hours sitting in the dark happily listening to music way too loudly at 6am :),1,0,0,0,0
8867,"It's 6am and I can't sleep cause I just finished ordering parts for a new computer. Too excited. I'm nerdy, AND WHAT? D:",1,0,0,0,0
8868,"saw ""IN TRANSIT TO ONTARIO, CA"" on my tracking information and thought ""WHY IS IT GOING TO CANADA?!"" Who knew there was a city named Ontario in California? :x",1,0,0,0,0
8869,"Computer case coming from South LA. Everything else coming from Tennesee. I get to stare at the case and do nothing with it for 4 days. *PROPNAME*, why art thou so cruel? D:",1,0,0,0,0
8870,Mom just found out I'm an atheist and is trying to convert me. Ahahaha,1,0,0,0,0
8871,"7:15 chem classss, dieee D: *collapse on floor* zzzzzzzzzzzz",1,0,0,0,0
8872,10 days left in basic training!,1,1,1,1,0
8873,TGIF,1,1,1,1,0
8874,Missing my Princess. . . very dearly. . .,1,1,1,1,0
8875,. . . doing me. . . you do you. . .,1,1,1,1,0
8876,"Dentist got me med-up!   ""Percoset is a hell-of-a-drug!""",1,1,1,1,0
8877,I'm really feeling this Chicago Winter right now. . . Dunno if I'll make it back to Texas with all my fingertips. . .,1,1,1,1,0
8878,preparing my mind for a long drive. . .,1,1,1,1,0
8879,"The woman came out of a man's rib, not from his feet to be walked on, not from his head to be superior, but from his side to be equal! Under the arm to be protected, & next to the heart to be loved.",1,1,1,1,0
8880,preparing for tryouts and the start of Steelers season . . . its that time of year again!,1,1,1,1,0
8881,Yea CCHS JV - starting off the season with a WIN!,1,1,1,1,0
8882,Lazy day around the house after the family has left.,1,1,1,1,0
8883,CCHS Jv - you girls rock!  what else can I say?  And mega shout-out to *PROPNAME* for moral support  tonight and rockin' programs.,1,1,1,1,0
8884,back at it,1,1,1,1,0
8885,at work on a sunday - but at least the steelers won last night!,1,1,1,1,0
8886,jenna's wedding,1,1,1,1,0
8887,"here we go, steelers, here we go!",1,1,1,1,0
8888,Anyone in the pitttsburgh area able to work the polls on tuesday?  I've got a friend that needs help.  Let me know.  Thanks.,1,1,1,1,0
8889,"Steelers, Steelers, Steelers",1,1,1,1,0
8890,"I have the best boyfriend ever.  Thanks babe, I love you!",1,1,1,1,0
8891,"Working at home, wathcing the *PROPNAME* game, and watching the snow.  The words ""lazy Saturday"" come to mind.",1,1,1,1,0
8892,"And yes, I misspelled ""watching"" not once, but twice.",1,1,1,1,0
8893,"Wow, that was a great game - even if *PROPNAME* did lose. Hope the 1 v. 2 game tonight is that good.",1,1,1,1,0
8894,Really?  Two days in a row?  I would like to take back my comment about de ja vu - I didn't mean I wanted it to end like that (again).,1,1,1,1,0
8895,"absence sharpens love, presence stregthens it",1,1,1,1,0
8896,"It'a kinda like de ja vu - working at home, wathcing the *PROPNAME* (Steelers) game, and snow is still on the ground.  Good thing I know its Sunday!",1,1,1,1,0
8897,Put this as your status if you or somebody you know has suffered the LOSS of a Baby ? The majority won't put it on because unlike cancer. Baby Loss is a taboo... Break the Silence ? This is in memory of all the Angel Babies...gone too soon but NEVER FORGOTTEN ABOUT!!? Show your support and let these women know they don't have to grieve alone.,1,1,1,1,0
8898,"If you & I woke up in jail together...using only FOUR words...what would you say to me? Copy and paste this in your status and see what funny things your friends say....(And if you make a comment, you gotta put this in your status. Fair is fair.)",1,1,1,1,0
8899,If I ruled the world . . . imagine that . . .,1,1,1,1,0
8900,How does that kind of fallen even happen that quickly?,1,1,1,1,0
8901,"steelers, steelers, steelers!",1,1,1,1,0
8902,the old mans still trying to get me smashed on his sake... tastes like ass.. on fire,0,0,0,1,1
8903,finally using facebook n_n feels strange.,0,0,0,1,1
8904,mmm waffles n_n,0,0,0,1,1
8905,avril stuck in my head from yesterdays singing performance. soooo sad,0,0,0,1,1
8906,freezing my freakin ass off. don't want to get out of bed for anything today :(,0,0,0,1,1
8907,*PROPNAME* and *PROPNAME* are officially the two most awesome people ever :),0,0,0,1,1
8908,TOAST n_n *purrs*,0,0,0,1,1
8909,marty liebich...... LOL,0,0,0,1,1
8910,Breaking hearts is part of who you are.,0,0,0,1,1
8911,i give up.,0,0,0,1,1
8912,MAINSTREAM. ALL DAY LONG... KILL IT.,0,0,0,1,1
8913,goddam it. this celebrity double thing is driving me crazy. help,0,0,0,1,1
8914,"Just remembered, I seen a naked guy running up the supports on the squinty bridge last night with all hanging out .. but wearing socks. Not a pretty sight.",0,0,1,0,0
8915,"Seen a leaflet guy coming into building. so i collected together all the leaflets we have (about 15-20) and when he went to post the leaflets I posted them all outwards as he opened the letterbox. He looked a little confused and tried to push them back, so I posted them back out again. Ahh its fun to piss off people.",0,0,1,0,0
8916,"Feeling like crap, no temperature though so at least its not swine flu (at least I think its not!)",0,0,1,0,0
8917,"Got a pair of degu's last night, already causing issues! They are uber cute though.",0,0,1,0,0
8918,Got a refferal to a ENT specialist so I can get a camera jammed up my nose into my sinuses. Not pretty but at least I may be able to finally get rid of this damn sinus infection! :D,0,0,1,0,0
8919,"Trying to send docs to the bank, and my personal advisor is not trusted with email or web access full access to my account, financial and personal, but not email *worry*",0,0,1,0,0
8920,"Gotta love 3 mobile. I asked to cancel my contract and was asked ""could we convince you to stay"" I replied with ""Due to the terrible customer service, I would rather die a slow and horribly painful death than stay"" to which I got ""do you have any friends or relatives you would like to refer so they can get a good deal"". I want that CSR to work in my company retention department!!",0,0,1,0,0
8921,"I think I must be doing something wrong on the trapeze, it feels like I have just went for a vasectomy after trying a few windmills yesterday. No pain no gain :)",0,0,1,0,0
8922,"ARGHHH!!! The radio has christmas songs on it already, this bad bad bad news! Its november !!",0,0,1,0,0
8923,"I have 1.6Kg of explosives for Nov 5 (The UK equiv of 4th July for the Americans), Hopefully with any luck this thing will make the night time look like daytime with the bang :D",0,0,1,0,0
8924,Trying to weigh a degu is not easy!,0,0,1,0,0
8925,"Never had a crab, squid, musccle, scallop, and anchovie pizza before. It is however suprisingly good :)",0,0,1,0,0
8926,"Whilst I may not understand the history behind thanksgiving, I can get behind any holiday that consists of a huge amount of food, alcohol and friends. Happy thanksgiving to my American friends. And to anyone else, today is just an excuse for us to take part in ""cultural diversity"" and get drunk and stuffed with lots of food.",0,0,1,0,0
8927,"is thinking that he needs to assemble a horde of flying panda colored monkies to wreck havock on the world from above, and buy milk.",0,0,1,0,0
8928,"I can handle the scope thing being shoved up my nose and down my throat, I can handle the CT scan, but having blood taken, still can't deal with that!",0,0,1,0,0
8929,"Why are you not allowed to give kids nuts for halloween any more. I got them as a kid, and as far as I am aware people havne't become more allergic to it in the last 20 years, just the same amount.",0,0,1,0,0
8930,"Hates facebook messaging, it always looks like you are waiting for the other person to message back, and then you see that it has infact timed out (again) and the person messaged back 6 hours ago. *sigh*",0,0,1,0,0
8931,"I have discovered the 'teddy bear' move in aerials, is anything but cute and fluffy! Its evil, sore and likes nothing more than cutting off all blood to your extrematies.",0,0,1,0,0
8932,is currently working his way through the harry potter box set. Can't say I don't have exciting weekends!,0,0,1,0,0
8933,"I know 6 sick people at the moment, and now I'm sick. I'm going to find out what one it was and come after them!! Watch yourselves ;)",0,0,1,0,0
8934,"Happy Jul, In norway they don't celebrate chriastmas as much as Julaften (Pre-Christmas). Thats when people get their pressies. In russia its the 5th Jan!  Don't know if I could wait that long!",0,0,1,0,0
8935,I love how much fun you can have with non newtonian fluids :D,0,0,1,0,0
